name,ik,standortnummer,anzahl_standorte,strasse,hausnummer,plz,ort,telefon,email,betten,vollstationaere_fallzahl,teilstationaere_fallzahl,ambulante_fallzahl,staeb_fallzahl,traeger_name,traeger_art,lehrkrankenhaus,universitaet,notfallstufe,notdienst,notdienstpraxis,hat_bg_zulassung,hat_darzt,hat_dialyse,hat_onkologie,hat_radiologie,hat_intensivmedizin,hat_notaufnahme,hat_psychiatrie,hat_geriatrie,anzahl_fachabteilungen,fachabteilungen,fachabteilung_schluessel,apparative_ausstattung,url_zugang,url_internetseite,url_weitere_infos
DIAKOVERE Henriettenstift,260320520,,2,Marienstraße,72-90,30171,Hannover,+49511-289-0,info@diakovere.de,307,11130,0,29698,0,DIAKOVERE Krankenhaus gGmbH,freigemeinnützig,Ja,Medizinische Hochschule Hannover (MHH),,ja,nein,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Nein,Nein,10,"Klinik für Allgemein- und Viszeralchirurgie; Klinik für Anästhesiologie und operative Intensivmedizin; Klinik für Gastroenterologie; Klinik für Gefäßchirurgie; Medizinische Klinik I (Kardiologie, Angiologie, Pulmologie und internistische Intensivmedizin); Klinik für Mund-, Kiefer- und Gesichtschirurgie; Klinik für Neurologie und klinische Neurophysiologie; Konservative Notaufnahmestation; Nuklearmedizinische Klinik; Klinik für Diagnostische und Interventionelle Radiologie",,AA72; AA01; AA08; AA10; AA43; AA14; AA69; AA22; AA26; AA30; AA32,http://www.diakovere.de/henriettenstift,http://www.diakovere.de/henriettenstift,http://www.diakovere.de
DIAKOVERE Henriettenstift,260320520,,2,Schwemannstraße,17,30559,Hannover,+49511-289-0,info@diakovere.de,198,7452,151,9540,0,DIAKOVERE Krankenhaus gGmbH,freigemeinnützig,Ja,Medizinische Hochschule Hannover (MHH),,ja,nein,Nein,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Nein,6,"Klinik für Anästhesiologie und operative Intensivmedizin; Klinik für Geburtshilfe und Perinatalmedizin; Klinik für gynäkologische Chirurgie, Senologie und Onkologie; Zentrum für Medizin im Alter; Klinik für Psychosomatische Medizin; Klinik für Diagnostische und Interventionelle Radiologie",,AA72; AA38; AA47; AA23; AA33,http://www.diakovere.de/henriettenstift,http://www.diakovere.de/henriettenstift,http://www.diakovere.de
DIAKOVERE Friederikenstift,260320531,,1,Humboldtstraße,5,30169,Hannover,+49511-129-0,info@diakovere.de,428,17108,0,39216,0,DIAKOVERE Krankenhaus gGmbH,freigemeinnützig,Ja,Medizinische Hochschule Hannover,,ja,nein,Ja,Ja,Nein,Ja,Ja,Ja,Nein,Nein,Nein,14,"Klinik für Allgemein- und Viszeralchirurgie; Klinik für Anästhesiologie, Intensiv- und Schmerzmedizin; Belegabteilung Augenheilkunde; Klinik für Geburtshilfe und Perinatalmedizin; Klinik für gynäkologische Chirurgie, Senologie und Onkologie; Klinik für Plastische, Hand- und Mikrochirurgie; Belegabteilung Hals-Nase-Ohren; Innere Medizin; Belegabteilung Neurochirurgische Klinik; Neurologische Klinik; Klinik für Diagnostische und Interventionelle Radiologie; Belegabteilung für Strahlentherapie; Klinik für Orthopädie und Unfallchirurgie; Urologische Klinik",,AA72; AA01; AA08; AA10; AA43; AA14; AA50; AA21; AA22; AA33,http://www.diakovere.de/friederikenstift,http://www.diakovere.de/friederikenstift,http://www.diakovere.de
KRH Klinikum Nordstadt,260320586,,1,Haltenhoffstraße,41,30167,Hannover,+49511-970-0,info.nordstadt@krh.de,408,19190,0,45161,0,Klinikum Region Hannover GmbH,öffentlich,Ja,Medizinische Hochschule Hannover,,ja,ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Nein,Ja,11,"Klinik für Innere Medizin/ Geriatrie; Klinik für Kardiologie; Klinik für Gastroenterologie; Klinik für Allgemein-, Viszeral-, Gefäß- und Adipositaschirurgie; Klinik für Unfallchirurgie, Handchirurgie und Orthopädie; Klinik für Neurochirurgie; Klinik für Hals-, Nasen- und Ohrenheilkunde; Klinik für Augenheilkunde; Klinik für Neurologie; Klinik für Anästhesiologie, Intensivmedizin, Notfallmedizin und Schmerztherapie; Institut für Radiologie/Neuroradiologie",,AA01; AA08; AA10; AA14; AA15; AA18; AA21; AA22; AA23; AA32; AA33; AA38; AA43; AA47; AA50; AA57; AA69; AA70; AA71; AA72,https://nordstadt.krh.de/,https://nordstadt.krh.de/,
Medizinische Hochschule Hannover,260320597,,1,Carl-Neuberg-Straße,1,30625,Hannover,+49511-5320,Lammert.Frank@mh-hannover.de,1520,53195,5093,441451,0,Land Niedersachsen,öffentlich,Nein,,,ja,nein,Ja,Ja,Nein,Ja,Ja,Ja,Ja,Ja,Nein,39,"Interdisziplinäre Intensivstation; Klinik für Allgemein-, Viszeral- und Transplantationschirurgie; Klinik für Anästhesiologie und Intensivmedizin; Klinik für Augenheilkunde; Klinik für Dermatologie, Allergologie und Venerologie; Klinik für Frauenheilkunde und Geburtshilfe; Klinik für Gastroenterologie, Hepatologie, Infektiologie und Endokrinologie; Klinik für Hämatologie, Hämostaseologie, Onkologie und Stammzelltransplantation; Klinik für Hals-, Nasen-, Ohrenheilkunde; Klinik für Herz-, Thorax-, Transplantations- und Gefäßchirurgie; Klinik für Kardiologie und Angiologie; Klinik für Kinder - und Jugendchirurgie; Klinik für Mund-, Kiefer- und Gesichtschirurgie,  Plastische und Ästhetische Operationen; Klinik für Neurochirurgie; Klinik für Neurologie und Klinische Neurophysiologie; Klinik für Nieren- und Hochdruckerkrankungen; Klinik für Nuklearmedizin; Klinik für Pädiatrische Hämatologie und Onkologie; Klinik für Pädiatrische Kardiologie und Pädiatrische Intensivmedizin; Klinik für Pädiatrische Nieren-, Leber- und Stoffwechselerkrankungen; Klinik für Pädiatrische Pneumologie, Allergologie und Neonatologie; Klinik für Plastische, Ästhetische, Hand- und Wiederherstellungschirurgie; Klinik für Pneumologie und Infektiologie; Klinik für Psychiatrie, Sozialpsychiatrie und Psychotherapie; Klinik für Psychosomatik und Psychotherapie; Klinik für Rehabilitations- und Sportmedizin; Klinik für Rheumatologie und Immunologie; Klinik für Strahlentherapie und spezielle Onkologie; Klinik für Unfallchirurgie; Klinik für Urologie und Urologische Onkologie; Zentrale Notfallaufnahme; Institut für Diagnostische und Interventionelle Neuroradiologie; Institut für Diagnostische und Interventionelle Radiologie; Institut für Humangenetik; Institut für Klinische Chemie; Institut für Klinische Pharmakologie; Institut für medizinische Mikrobiologie und Krankenhaushygiene; Institut für Transfusionsmedizin und Transplantat Engineering (ITT); Zentralapotheke",,AA01; AA08; AA10; AA14; AA15; AA21; AA22; AA23; AA26; AA30; AA32; AA33; AA38; AA43; AA47; AA50; AA57; AA69; AA70; AA71; AA72,https://www.mhh.de,http://www.mhh.de,https://www.mhh.de/qualitaetsbericht
Vinzenzkrankenhaus Hannover GmbH,260320600,,1,Lange-Feld-Straße,31,30559,Hannover,+49511-950-0,unternehmenskommunikation@vinzenzkrankenhaus.de,345,19720,0,21723,0,Vinzenzkrankenhaus Hannover GmbH,freigemeinnützig,Ja,Medizinische Hochschule Hannover,,ja,nein,Ja,Ja,Nein,Nein,Ja,Ja,Nein,Nein,Nein,7,"Frauenheilkunde und Geburtshilfe; Anästhesie und Intensivmedizin; Innere Medizin; Radiologie; Urologie; Allgemeine Chirurgie; Hals-, Nasen-, Ohrenheilkunde",,AA22; AA23; AA21; AA08; AA14; AA43; AA33; AA70; AA57; AA50; AA01; AA38; AA71; AA10; AA69; AA72; AA32,https://www.vinzenzkrankenhaus.de,http://www.vinzenzkrankenhaus.de,
BDH-Klinik Hessisch Oldendorf gGmbH,260320611,,1,Greitstraße,18-28,31840,Hessisch Oldendorf,+495152-781-0,verwaltung@bdh-klinik-hessisch-oldendorf.de,140,1382,0,0,0,"BDH Bundesverband Rehabilitation e. V., Bonn (Alleingesellschafter)",freigemeinnützig,Nein,,,nein,nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,1,Neurologie,,AA22; AA43; AA10; AA08,http://www.bdh-klinik-hessisch-oldendorf.de,http://www.bdh-klinik-hessisch-oldendorf.de,http://www.bdh-reha.de
St. Bernward Krankenhaus GmbH,260320622,,1,Treibestr.,9,31134,Hildesheim,+495121-90-0,info@bernward-khs.de,508,24365,266,32840,0,Elisabeth Vinzenz Verbund GmbH,freigemeinnützig,Ja,Georg-August-Universität Göttingen,,ja,nein,Ja,Ja,Nein,Ja,Ja,Ja,Ja,Nein,Nein,18,"Medizinische Klinik I - Kardiologie und Intensivmedizin, zertifizierte Chest Pain Unit, zertifiziertes Cardiac Arrest Center; Medizinische Klinik II - Hämatologie und internistische Onkologie, zertifiziertes Onkologisches Zentrum, zertifiziertes Zentrum für Hämatologische Neoplasien; Medizinische Klinik III - Allgemeine Innere Medizin und Gastroenterologie - zertifiziertes Darmkrebszentrum, Pankreaszentrum; Medizinische Klinik IV - Pneumologie, fachübergreifendes Lungenzentrum; Klinik für Neurologie und klinische Neurophysiologie - zertifizierte überregionale Stroke Unit; Klinik für Allgemein-, Viszeral und Onkologische Chirurgie - zertifiziertes viszeralonkologisches Zentrum mit Darmkrebszentrum und Pankreaszentrum; Klinik für Thoraxchirurgie, fachübergreifendes Lungenzentrum; Gefäßchirurgische Klinik - zertifiziertes Gefäßzentrum; Klinik für Orthopädie und Unfallchirurgie - zertifiziertes EndoProthetikZentrum, zertifiziertes regionalesTraumazentrum; Urologische Klinik, zertifiziertes Nierenkrebszentrum, zertifiziertes Hodenkrebszentrum; Prostatakrebszentrum; Klinik für Gynäkologie - zertifiziertes Brustkrebszentrum; Gynäkologisches Krebszentrum, Geburtshilfe, Perinatalzentrum Level 1; Kinderchirurgische Klinik; Klinik für Kinderheilkunde und Jugendmedizin; Klinik für Neonatologie, Perinatalzentrum Level 1; Klinik für Anästhesie, Intensivmedizin und Schmerztherapie; Radiologische Klinik; Zentrale Notaufnahme; Augenheilkunde",,AA10; AA43; AA21; AA32; AA33; AA30; AA23; AA57; AA47; AA18; AA38; AA22; AA14; AA08; AA01,https://www.bernward-khs.de/,https://www.bernward-khs.de/,
Helios Klinikum Hildesheim GmbH,260320633,,1,Senator-Braun-Allee,33,31135,Hildesheim,+495121-890,gf.hildesheim@helios-gesundheit.de,575,25895,28,97898,0,Helios Kliniken GmbH,privat,Ja,Medizinische Hochschule Hannover,,ja,ja,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Nein,20,"Klinik für Kardiologie, Angiologie, Rhythmologie und Intensivmedizin; Klinik für Nephrologie und Dialyseverfahren; Klinik für Gastroenterologie, Onkologie, Palliativmedizin, Rheumatologie, Infektiologie, Diabetes und Stoffwechsel; Klinik für Pneumologie, Schlaf- und Beatmungsmedizin; Kinderzentrum; Zentrum für Chirurgie - Klinik für Allgemein- und Viszeralchirurgie; Klinik für Orthopädie, Unfall- und Wirbelsäulenchirurgie; Klinik für Gefäßchirurgie; Klinik für Plastische, Ästhetische und Handchirurgie; Klinik für Thoraxchirurgie; Klinik für Gynäkologie und Geburtshilfe; Klinik für Hals-Nasen-Ohrenheilkunde; Klinik für Augenheilkunde; Klinik für Dermatologie, Venerologie und Allergologie; Intensivmedizin - Zentrum für Anästhesiologie; Zentrum für Anästhesiologie; Institut für Bildgebende Diagnostik und Interventionelle Radiologie; Palliativmedizin; Klinik für Altersmedizin; Klinik für Schmerzmedizin",,AA01; AA38; AA08; AA10; AA14; AA47; AA22; AA23; AA26; AA32; AA33; AA18; AA50; AA43; AA57; AA69; AA15,https://www.helios-gesundheit.de/kliniken/hildesheim/,https://www.helios-gesundheit.de/kliniken/hildesheim/,
KRH Psychiatrie Langenhagen Standort Königstraße,260320688,,2,Königstraße,6,30175,Hannover,+49511-1684-5187,ina.mogilewska@krh.de,50,0,0,7606,0,Klinikum Region Hannover Psychiatrie GmbH,öffentlich,Nein,,,nein,nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,1,Allgemeine Psychiatrie/Tagesklinik (für teilstationäre Pflegesätze),,AA01; AA38; AA08; AA10; AA43; AA18; AA47; AA50; AA21; AA15; AA22; AA23; AA14; AA57; AA32; AA33; AA69; AA70; AA71; AA72,https://psychiatrie-langenhagen.krh.de/kliniken-ambulanzen/tageskliniken,https://psychiatrie-langenhagen.krh.de/,
KRH Psychiatrie Langenhagen,260320688,,2,Rohdehof,3,30853,Langenhagen,+49511-7300-03,info.langenhagen@krh.de,202,2165,0,9412,0,Klinikum Region Hannover Psychiatrie GmbH,öffentlich,Nein,,,nein,nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,1,Allgemeine Psychiatrie,,AA10; AA01; AA08; AA14; AA22; AA43; AA38; AA18; AA47; AA50; AA21; AA23; AA57; AA32; AA33; AA69; AA70; AA15; AA71; AA72,https://psychiatrie-langenhagen.krh.de/,https://psychiatrie-langenhagen.krh.de/,
Burghof-Klinik,260320757,771215000,4,Virchowstr.,5,31737,Rinteln,+495751-9400,information@burghof-klinik.de,32,193,0,0,0,Burghof-Klinik GmbH,privat,Nein,,,nein,nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,1,Allgemeine Psychiatrie,,AA08; AA10,http://www.burghof-klinik.de,http://www.burghof-klinik.de,
Burghof-Klinik,260320757,771291000,4,Virchowstr.,5,31737,Rinteln,+495751-9400,information@burghof-klinik.de,77,480,235,0,0,Burghof-Klinik GmbH,privat,Nein,,,nein,nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,3,Psychosomatik und Psychotherapie; Allgemeine Psychiatrie/Tagesklinik; Psychosomatik/Psychotherapie/Tagesklinik,,AA08; AA10,http://www.burghof-klinik.de,http://www.burghof-klinik.de,
Burghof-Klinik,260320757,771292000,4,Virchowstr.,5,31737,Rinteln,+495751-9400,information@burghof-klinik.de,73,1018,162,6344,0,Burghof-Klinik GmbH,privat,Nein,,,nein,nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,2,Allgemeine Psychiatrie; Allgemeine Psychiatrie/Tagesklinik (für teilstationäre Pflegesätze),,AA08; AA10,http://www.burghof-klinik.de,http://www.burghof-klinik.de,
Burghof-Klinik,260320757,771293000,4,Virchowstr.,5,31737,Rinteln,+495751-9400,information@burghof-klinik.de,18,0,141,4176,0,Burghof-Klinik GmbH,privat,Nein,,,nein,nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,1,Allgemeine Psychiatrie/Tagesklinik (für teilstationäre Pflegesätze),,AA08; AA10,http://www.burghof-klinik.de,http://www.burghof-klinik.de,
Klinikum Wahrendorff,260320780,771006000,5,Rudolf-Wahrendorff-Str.,22,31319,Sehnde OT Ilten,+495132-90-2201,mail@wahrendorff.de,320,3561,342,759,0,Klinikum Wahrendorff,privat,Nein,,,nein,nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,4,Klinik für Psychiatrie und Psychotherapie; Klinik für Psychosomatische Medizin und Psychotherapie; Allgemeine Psychiatrie/Tagesklinik für Frauen; Psychosomatik/Psychotherapie/Tagesklinik für Männer,,AA08; AA22; AA10,http://klinikum.wahrendorff.de,https://klinikum.wahrendorff.de,https://klinikum.wahrendorff.de
Klinikum Wahrendorff GbmH,260320780,771007000,5,Rudolf-Wahrendorff-Str.,22,31319,Sehnde OT Ilten,+495132-90-2201,mail@wahrendorff.de,44,0,285,660,0,Klinikum Wahrendorff GmbH,privat,Nein,,,nein,nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,1,Allgemeine Psychiatrie/Tagesklinik (für teilstationäre Pflegesätze),,,http://www.wahrendorff.de,https://klinikum.wahrendorff.de,https://www.wahrendorff.de
Klinikum Wahrendorff GbmH,260320780,771008000,5,Rudolf-Wahrendorff-Str.,22,31319,Sehnde OT ILten,+495132-90-2201,mail@wahrendorff.de,36,0,227,1144,0,Klinikum Wahrendorff GbmH,privat,Nein,,,nein,nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,1,Allgemeine Psychiatrie/Tagesklinik (für teilstationäre Pflegesätze),,,http://www.wahrendorff.de,https://klinikum.wahrendorff.de,https://www.wahrendorff.de
Klinikum Wahrendorff GbmH,260320780,771009000,5,Rudolf-Wahrendorff-Str.,22,31319,Sehnde OT Ilten,+495132-90-2201,mail@wahrendorff.de,45,0,381,1109,0,Klinikum Wahrendorff GbmH,privat,Nein,,,nein,nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,1,Allgemeine Psychiatrie/Tagesklinik (für teilstationäre Pflegesätze),,,http://www.wahrendorff.de,https://klinikum.wahrendorff.de,https://www.wahrendorff.de
Klinikum Wahrendorff,260320780,771010000,5,Rudolf-Wahrendorff-Str.,22,31319,Sehnde OT Ilten,+495132-90-2201,mail@wahrendorff.de,141,0,1271,3501,0,Klinikum Wahrendorff GbmH,privat,Nein,,,nein,nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,2,Allgemeine Psychiatrie/Tagesklinik (für teilstationäre Pflegesätze); Psychosomatik/Psychotherapie/Tagesklinik (für teilstationäre Pflegesätze),,,http://www.wahrendorff.de,https://klinikum.wahrendorff.de,https://www.wahrendorff.de
Augenklinik Stadthagen GmbH,260320804,773093000,1,Brunnenstr.,12,31655,Stadthagen,+495721-78080,verwaltung@augenklinik.org,3,670,0,0,0,"Augenklinik Stadthagen GmbH, Brunnenstr. 12, 
31655 Stadthagen",privat,Nein,,,nein,nein,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,1,Augenheilkunde,,,https://www.augenklinik.org,https://www.augenklinik.org,
"Kliniken Landkreis Diepholz gGmbH, Klinik Sulingen",260320859,,1,Schmelingstraße,47,27232,Sulingen,+494271-82-0,pforte.sulingen@klinken-lkd.de,127,5428,0,22050,0,Kliniken Landkreis Diepholz gGmbH,freigemeinnützig,Nein,,,ja,ja,Ja,Ja,Nein,Nein,Nein,Ja,Nein,Nein,Nein,4,"Anästhesiologie und Intensivmedizin; Innere Medizin; Allgemeine Chirurgie und Unfallchirurgie; Orthopädie, Neurochirurgie und Wirbelsäulenchirurgie",,AA22; AA32; AA08; AA10; AA01; AA14,https://www.kliniken-lkd.de,https://www.kliniken-lkd.de,
DIAKOVERE Annastift,260321111,,1,Anna-von-Borries-Straße,1-7,30625,Hannover,+49511-5354-0,info@diakovere.de,161,5875,0,39596,0,DIAKOVERE Krankenhaus gGmbH,freigemeinnützig,Ja,Medizinische Hochschule Hannover,,nein,nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,2,Orthopädische Klinik der MHH; Anästhesiologie und Intensivmedizin,,AA10; AA22; AA71,https://www.diakovere.de/unternehmen-mehr/krankenhaeuser/annastift/,https://www.diakovere.de/unternehmen-mehr/krankenhaeuser/annastift/,http://www.diakovere.de
Helios Kliniken Mittelweser GmbH,260321304,,1,Ziegelkampstraße,39,31582,Nienburg,+495021-92100,gf.mittelweser@helios-gesundheit.de,272,15105,0,29486,0,Helios Kliniken Mittelweser GmbH,privat,Ja,Universität Hamburg,,ja,ja,Ja,Ja,Nein,Nein,Ja,Ja,Nein,Nein,Nein,10,"Hals-, Nasen-, Ohren- Heilkunde; Klinik für Neurologie; Intensivmedizin; Radiologie; Anästhesie; Allgemein-, Viszeral- und Gefäßchirurgie und Unfallchirurgie; Klinik für Innere Medizin,                                    Innere Medizin I - Kardiologie/ Innere Medizin II - Gastroenterologie; Klinik für Urologie; Klinik für Frauenheilkunde und Geburtshilfe; Klinik für Orthopädie",,AA01; AA08; AA10; AA14; AA15; AA21; AA22; AA23; AA33; AA38; AA43; AA47; AA57; AA69,https://www.helios-gesundheit.de/kliniken/mittelweser/,https://www.helios-gesundheit.de/kliniken/mittelweser/,
Helios Kliniken Mittelweser GmbH,260321315,,1,Holzhäuser Weg,28,31592,Stolzenau,+495761-90070,gf.mittelweser@helios-gesundheit.de,53,840,0,407,0,Helios Kliniken Mittelweser GmbH,privat,Ja,Universität Hamburg,,nein,ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,1,"Klinik für Innere Medizin, Geriatrie und Schmerzklinik",,AA08,https://www.helios-gesundheit.de/kliniken/mittelweser/,https://www.helios-gesundheit.de/kliniken/mittelweser/,
KRH Klinikum Robert Koch Gehrden,260321451,,1,Von-Reden-Straße,1,30989,Gehrden,+495108-69-0,info.gehrden@krh.de,349,16683,0,28466,0,Klinikum Region Hannover GmbH,öffentlich,Ja,Medizinische Hochschule Hannover,,ja,ja,Nein,Ja,Nein,Nein,Ja,Ja,Nein,Nein,Nein,9,Medizinische Klinik I; Medizinische Klinik II; Klinik für Allgemein- und Viszeralchirurgie; Gefäßchirurgie; Klinik für Orthopädie und Unfallchirurgie; Klinik für Urologie; Frauenheilkunde und Geburtshilfe; Anästhesie und operative Intensivmedizin; Institut für Diagnostische und Interventionelle Radiologie,,AA01; AA08; AA10; AA14; AA18; AA21; AA22; AA23; AA32; AA33; AA50; AA57; AA69; AA72; AA71,https://gehrden.krh.de/,http://gehrden.krh.de,http://www.krh.de
KRH Klinikum Agnes Karll Laatzen,260321484,,1,Hildesheimer Straße,158,30880,Laatzen,+49511-8208-0,info.laatzen@krh.de,246,8937,0,17801,0,"Region Hannover, Klinikum Region Hannover GmbH",öffentlich,Ja,Medizinische Hochschule Hannover,,nein,nein,Ja,Ja,Nein,Nein,Ja,Ja,Nein,Nein,Nein,6,"Klinik für Innere Medizin; Klinik für Allgemein-, Viszeral- und Gefäß-Chirurgie; Klinik für Orthopädie, Unfallchirurgie und Sportmedizin; Klinik für Neurologie; Klinik für Anästhesie und Intensivmedizin; Institut für Radiologie",,AA01; AA08; AA10; AA14; AA15; AA18; AA21; AA22; AA23; AA32; AA33; AA38; AA43; AA47; AA50; AA57; AA69; AA70; AA71; AA72,https://laatzen.krh.de/,https://laatzen.krh.de/,https://laatzen.krh.de/
KRH Klinikum Großburgwedel,260321495,,1,Fuhrberger Straße,8,30938,Burgwedel,+495139-801-1,info.grossburgwedel@krh.de,236,11506,0,19375,0,"Region Hannover,  Klinikum Region Hannover GmbH",öffentlich,Ja,Medizinische Hochschule Hannover,,ja,ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Nein,Nein,7,"Innere Medizin; Allgemein- und Viszeralchirurgie; Orthopädie und Unfallchirurgie; Urologie; Frauenheilkunde und Geburtshilfe; Anästhesie, Intensivmedizin und Notfallmedizin; Radiologie",,AA01; AA08; AA10; AA14; AA15; AA18; AA21; AA22; AA23; AA32; AA33; AA38; AA43; AA47; AA50; AA57; AA69; AA70; AA71; AA72,https://grossburgwedel.krh.de/,https://grossburgwedel.krh.de/,https://grossburgwedel.krh.de/ueber-uns/direktorium
AMEOS Klinikum Hildesheim,260321509,,6,Goslarsche Landstraße,60,31135,Hildesheim,+495121-1031,info@hildesheim.ameos.de,382,3843,387,302,0,AMEOS Krankenhausgesellschaft Niedersachsen Bremen mbH,privat,Ja,Akademisches Lehrkrankenhaus für Pflege der FOM Hochschule Essen,,nein,nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,6,Psychiatrie und Psychotherapie; Kinder- und Jugendpsychiatrie und Psychotherapie; Allgemeine Psychotherapie/Tagesklink (für teilstationäre Pflegesätze); Psychosomatik; Kinder- und Jungendpsychiatrie/Tagesklinik (für teilstationäre Pflegesätze); Psychosomatik/Tagesklinik (für teilstationäre Pflegesätze),,AA10; AA08; AA22,https://www.ameos.eu/standorte/ameos-west/hildesheim/ameos-klinikum-hildesheim/,https://www.ameos.eu/standorte/ameos-west/hildesheim/,
AMEOS Klinikum Hildesheim - Tagesklinik Alfeld,260321509,,6,Landrat-Beushausen-Straße,26,31061,Alfeld,+495181-707501,info@hildesheim.ameos.de,20,0,118,0,0,AMEOS Krankenhausgesellschaft Niedersachsen Bremen mbH,privat,Ja,Akademisches Lehrkrankenhaus für Pflege der FOM Hochschule Essen,,nein,nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,1,Allgemeine Psychiatrie/Tagesklinik (für teilstationäre Pflegesätze),,AA08; AA10; AA22,https://www.ameos.eu/standorte/ameos-west/alfeld/ameos-klinikum-alfeld/leistungen/psychiatrie-und-psychotherapie/tagesklinik-fuer-erwachsene/,https://www.ameos.eu/standorte/ameos-west/alfeld/ameos-klinikum-alfeld/leistungen/psychiatrie-und-psychotherapie/tagesklinik-fuer-erwachsene/,https://www.ameos.eu/
AMEOS Klinikum Hildesheim,260321509,,6,Goslarsche Landstraße,60,31135,Hildesheim,+495121-1031,info@hildesheim.ameos.de,24,0,105,0,0,AMEOS Krankenhausgesellschaft Niedersachsen Bremen mbH,privat,Ja,Akademisches Lehrkrankenhaus für Pflege der FOM Hochschule Essen,,nein,nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,1,Allgemeine Psychiatrie/Tagesklinik (für teilstationäre Pflegesätze),,AA08; AA10; AA22,https://www.ameos.eu/standorte/ameos-west/hildesheim/,,
